event-id,visible,Twilight,Rise,Twilight3,Deleted,Inserted,sensor-type,individual-taxon-canonical-name,ID,individual-local-identifier,study-name
16668348032,TRUE,2016-04-11T08:16:26Z,FALSE,2016-04-11T08:16:26Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348046,TRUE,2016-04-11T20:28:33Z,TRUE,2016-04-11T20:28:33Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348053,TRUE,2016-04-12T08:15:36Z,FALSE,2016-04-12T08:15:36Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348063,TRUE,2016-04-12T20:31:47Z,TRUE,2016-04-12T20:31:47Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348073,TRUE,2016-04-13T08:17:49Z,FALSE,2016-04-13T08:17:49Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348079,TRUE,2016-04-13T20:30:52Z,TRUE,2016-04-13T20:30:52Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348090,TRUE,2016-04-14T08:15:36Z,FALSE,2016-04-14T08:15:36Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348096,TRUE,2016-04-14T20:25:59Z,TRUE,2016-04-14T20:25:59Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348108,TRUE,2016-04-15T08:18:17Z,FALSE,2016-04-15T08:18:17Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348113,TRUE,2016-04-15T20:35:33Z,TRUE,2016-04-15T20:35:33Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348126,TRUE,2016-04-16T08:16:26Z,FALSE,2016-04-16T08:16:26Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348134,TRUE,2016-04-16T20:38:33Z,TRUE,2016-04-16T20:38:33Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348144,TRUE,2016-04-17T08:21:26Z,FALSE,2016-04-17T08:21:26Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348148,TRUE,2016-04-17T20:20:52Z,TRUE,2016-04-17T20:20:52Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348161,TRUE,2016-04-18T08:14:06Z,FALSE,2016-04-18T08:14:06Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348165,TRUE,2016-04-18T20:21:47Z,TRUE,2016-04-18T20:21:47Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348178,TRUE,2016-04-19T08:19:01Z,FALSE,2016-04-19T08:19:01Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348189,TRUE,2016-04-19T20:40:24Z,TRUE,2016-04-19T20:40:24Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348198,TRUE,2016-04-20T08:18:45Z,FALSE,2016-04-20T08:18:45Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348207,TRUE,2016-04-20T20:38:33Z,TRUE,2016-04-20T20:38:33Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348216,TRUE,2016-04-21T08:03:36Z,FALSE,2016-04-21T08:03:36Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348219,TRUE,2016-04-21T20:26:47Z,TRUE,2016-04-21T20:26:47Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348234,TRUE,2016-04-22T08:18:45Z,FALSE,2016-04-22T08:18:45Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348244,TRUE,2016-04-22T20:47:17Z,TRUE,2016-04-22T20:47:17Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348253,TRUE,2016-04-23T08:58:56Z,FALSE,2016-04-23T08:58:56Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348260,TRUE,2016-04-23T20:40:33Z,TRUE,2016-04-23T20:40:33Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348270,TRUE,2016-04-24T08:57:22Z,FALSE,2016-04-24T08:57:22Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348277,TRUE,2016-04-24T20:47:01Z,TRUE,2016-04-24T20:47:01Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348288,TRUE,2016-04-25T08:57:22Z,FALSE,2016-04-25T08:57:22Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
16668348296,TRUE,2016-04-25T20:45:10Z,TRUE,2016-04-25T20:45:10Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X741,036-80024,Tracking Red-necked stints along the EAAF
