event-id,visible,Twilight,Rise,Twilight3,Deleted,Inserted,sensor-type,individual-taxon-canonical-name,ID,individual-local-identifier,study-name
16668348033,TRUE,2016-04-11T08:17:25Z,FALSE,2016-04-11T08:17:25Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348047,TRUE,2016-04-11T20:30:36Z,TRUE,2016-04-11T20:30:36Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348055,TRUE,2016-04-12T08:22:40Z,FALSE,2016-04-12T08:22:40Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348060,TRUE,2016-04-12T20:24:02Z,TRUE,2016-04-12T20:24:02Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348066,TRUE,2016-04-13T07:57:06Z,FALSE,2016-04-13T07:57:06Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348081,TRUE,2016-04-13T20:35:36Z,TRUE,2016-04-13T20:35:36Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348085,TRUE,2016-04-14T08:04:25Z,FALSE,2016-04-14T08:04:25Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348099,TRUE,2016-04-14T20:35:36Z,TRUE,2016-04-14T20:35:36Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348104,TRUE,2016-04-15T08:06:11Z,FALSE,2016-04-15T08:06:11Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348114,TRUE,2016-04-15T20:35:36Z,TRUE,2016-04-15T20:35:36Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348123,TRUE,2016-04-16T08:02:34Z,FALSE,2016-04-16T08:02:34Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348136,TRUE,2016-04-16T20:49:41Z,TRUE,2016-04-16T20:49:41Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348138,TRUE,2016-04-17T08:04:25Z,FALSE,2016-04-17T08:04:25Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348153,TRUE,2016-04-17T20:32:22Z,TRUE,2016-04-17T20:32:22Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348157,TRUE,2016-04-18T08:07:06Z,FALSE,2016-04-18T08:07:06Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
16668348166,TRUE,2016-04-18T20:22:22Z,TRUE,2016-04-18T20:22:22Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X781,036-76284,Tracking Red-necked stints along the EAAF
