event-id,visible,Twilight,Rise,Twilight3,Deleted,Inserted,sensor-type,individual-taxon-canonical-name,ID,individual-local-identifier,study-name
16668348021,TRUE,2016-04-10T08:17:55Z,FALSE,2016-04-10T08:17:55Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348025,TRUE,2016-04-10T20:23:11Z,TRUE,2016-04-10T20:23:11Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348037,TRUE,2016-04-11T08:23:29Z,FALSE,2016-04-11T08:23:29Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348043,TRUE,2016-04-11T20:25:11Z,TRUE,2016-04-11T20:25:11Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348050,TRUE,2016-04-12T08:10:14Z,FALSE,2016-04-12T08:10:14Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348059,TRUE,2016-04-12T20:23:11Z,TRUE,2016-04-12T20:23:11Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348070,TRUE,2016-04-13T08:07:55Z,FALSE,2016-04-13T08:07:55Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348075,TRUE,2016-04-13T20:26:39Z,TRUE,2016-04-13T20:26:39Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348088,TRUE,2016-04-14T08:13:14Z,FALSE,2016-04-14T08:13:14Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348097,TRUE,2016-04-14T20:26:25Z,TRUE,2016-04-14T20:26:25Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348105,TRUE,2016-04-15T08:07:00Z,FALSE,2016-04-15T08:07:00Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348111,TRUE,2016-04-15T20:24:56Z,TRUE,2016-04-15T20:24:56Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348122,TRUE,2016-04-16T08:02:00Z,FALSE,2016-04-16T08:02:00Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348132,TRUE,2016-04-16T20:35:30Z,TRUE,2016-04-16T20:35:30Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348142,TRUE,2016-04-17T08:17:00Z,FALSE,2016-04-17T08:17:00Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
16668348149,TRUE,2016-04-17T20:21:25Z,TRUE,2016-04-17T20:21:25Z,FALSE,FALSE,solar-geolocator-twilight,Calidris ruficollis,X738,036-90484,Tracking Red-necked stints along the EAAF
