Light,Tmin,Tmax,ID,Window,Date
0.8645570256466222,0.11406844106463879,0.1746031746031746,D142,1,2013-05-20
0.9320882454408433,0.11406844106463879,0.1746031746031746,D142,1,2013-05-20
0.9143250465096427,0.11406844106463879,0.1746031746031746,D142,1,2013-05-20
0.9076032443502856,0.11406844106463879,0.1746031746031746,D142,1,2013-05-20
0.8925847909509592,0.11406844106463879,0.1746031746031746,D142,1,2013-05-20
0.8645570256466222,0.11406844106463879,0.1746031746031746,D142,1,2013-05-20
0.8748218536318623,0.11406844106463879,0.1746031746031746,D142,1,2013-05-20
0.8841075656620522,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8841075656620522,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8841075656620522,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8925847909509592,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.9003831088144789,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8841075656620522,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8467943550519685,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8530819992122561,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8748218536318623,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8645570256466222,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.9320882454408433,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
0.8841075656620522,0.06083650190114068,0.03703703703703705,D142,1,2013-05-20
