Light,Tmin,Tmax,ID,Window,Date
0.5664999044245312,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.5945008374978423,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.644237147068529,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.7239374088565261,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.6225087846151087,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.6858657231365212,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.7117456561493836,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.6672580389978613,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.7397684076096666,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.7347718661768132,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.7239374088565261,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.9076032443502856,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.6564259181540715,0.18250950570342203,0.3174603174603175,D161,1,2013-05-21
0.7149395743699922,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.8645570256466222,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.8841075656620522,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.8645570256466222,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.8530819992122561,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.8925847909509592,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.8072927513215282,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7239374088565261,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.8165780269089832,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7347718661768132,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.6619924558997567,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7180321062356059,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.6815362596318443,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.6672580389978613,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7084434778346642,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7014831225098601,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7149395743699922,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7084434778346642,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.729505170417758,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
0.7239374088565261,0.11026615969581749,0.24074074074074076,D161,1,2013-05-21
