"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2018-03-08 09:14:16.692795,FALSE,FALSE,0,FALSE,2018-03-08 09:14:16.692795,0
2018-03-08 19:49:51.632494,TRUE,FALSE,0,FALSE,2018-03-08 19:49:51.632494,0
2018-03-09 09:09:39.469776,FALSE,FALSE,0,FALSE,2018-03-09 09:09:39.469776,0
2018-03-09 19:50:13.315867,TRUE,FALSE,0,FALSE,2018-03-09 19:50:13.315867,0
2018-03-10 09:12:50.615297,FALSE,FALSE,0,FALSE,2018-03-10 09:12:50.615297,0
2018-03-10 19:40:13.315867,TRUE,FALSE,0,FALSE,2018-03-10 19:40:13.315867,0
2018-03-11 08:56:01.367506,FALSE,FALSE,0,FALSE,2018-03-11 08:56:01.367506,0
2018-03-11 19:55:06.891979,TRUE,FALSE,0,FALSE,2018-03-11 19:55:06.891979,0
2018-03-12 08:58:25.925371,FALSE,FALSE,0,FALSE,2018-03-12 08:58:25.925371,0
2018-03-12 19:52:24.532522,TRUE,FALSE,0,FALSE,2018-03-12 19:52:24.532522,0
2018-03-13 09:06:43.466715,FALSE,FALSE,0,FALSE,2018-03-13 09:06:43.466715,0
2018-03-13 19:55:14.315867,TRUE,FALSE,0,FALSE,2018-03-13 19:55:14.315867,0
2018-03-14 09:11:01.367506,FALSE,FALSE,0,FALSE,2018-03-14 09:11:01.367506,0
2018-03-14 19:50:19.220737,TRUE,FALSE,0,FALSE,2018-03-14 19:50:19.220737,0
2018-03-15 09:09:17.692795,FALSE,FALSE,0,FALSE,2018-03-15 09:09:17.692795,0
2018-03-15 19:46:53.686143,TRUE,FALSE,0,FALSE,2018-03-15 19:46:53.686143,0
2018-03-16 09:01:01.367506,FALSE,FALSE,0,FALSE,2018-03-16 09:01:01.367506,0
2018-03-16 19:55:14.315867,TRUE,FALSE,0,FALSE,2018-03-16 19:55:14.315867,0
2018-03-17 08:58:29.467478,FALSE,FALSE,0,FALSE,2018-03-17 08:58:29.467478,0
2018-03-17 20:02:28.074629,TRUE,FALSE,0,FALSE,2018-03-17 20:02:28.074629,0
2018-03-18 09:09:18.692795,FALSE,FALSE,0,FALSE,2018-03-18 09:09:18.692795,0
