"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2018-03-08 09:15:32.929116,FALSE,FALSE,0,FALSE,2018-03-08 09:15:32.929116,0
2018-03-08 19:40:57.976041,TRUE,FALSE,0,FALSE,2018-03-08 19:40:57.976041,0
2018-03-09 09:18:30.51986,FALSE,FALSE,0,FALSE,2018-03-09 09:18:30.51986,0
2018-03-09 19:53:22.629011,TRUE,FALSE,0,FALSE,2018-03-09 19:53:22.629011,0
2018-03-10 09:14:28.223665,FALSE,FALSE,0,FALSE,2018-03-10 09:14:28.223665,0
2018-03-10 19:46:28.477844,TRUE,FALSE,0,FALSE,2018-03-10 19:46:28.477844,0
2018-03-11 09:07:29.522156,FALSE,FALSE,0,FALSE,2018-03-11 09:07:29.522156,0
2018-03-11 19:54:59.760494,TRUE,FALSE,0,FALSE,2018-03-11 19:54:59.760494,0
2018-03-12 09:07:29.522156,FALSE,FALSE,0,FALSE,2018-03-12 09:07:29.522156,0
2018-03-12 19:45:51.091757,TRUE,FALSE,0,FALSE,2018-03-12 19:45:51.091757,0
2018-03-13 09:13:30.51986,FALSE,FALSE,0,FALSE,2018-03-13 09:13:30.51986,0
2018-03-13 19:54:29.776335,TRUE,FALSE,0,FALSE,2018-03-13 19:54:29.776335,0
2018-03-14 09:14:28.223665,FALSE,FALSE,0,FALSE,2018-03-14 09:14:28.223665,0
2018-03-14 19:50:51.091757,TRUE,FALSE,0,FALSE,2018-03-14 19:50:51.091757,0
2018-03-15 09:07:29.522156,FALSE,FALSE,0,FALSE,2018-03-15 09:07:29.522156,0
2018-03-15 19:45:10.954447,TRUE,FALSE,0,FALSE,2018-03-15 19:45:10.954447,0
2018-03-16 08:58:30.51986,FALSE,FALSE,0,FALSE,2018-03-16 08:58:30.51986,0
2018-03-16 19:52:35.515811,TRUE,FALSE,0,FALSE,2018-03-16 19:52:35.515811,0
2018-03-17 08:53:59.239506,FALSE,FALSE,0,FALSE,2018-03-17 08:53:59.239506,0
2018-03-17 20:05:58.976041,TRUE,FALSE,0,FALSE,2018-03-17 20:05:58.976041,0
2018-03-18 09:07:30.522156,FALSE,FALSE,0,FALSE,2018-03-18 09:07:30.522156,0
2018-03-18 19:46:29.477844,TRUE,FALSE,0,FALSE,2018-03-18 19:46:29.477844,0
2018-03-19 08:55:33.929116,FALSE,FALSE,0,FALSE,2018-03-19 08:55:33.929116,0
2018-03-19 20:01:29.477844,TRUE,FALSE,0,FALSE,2018-03-19 20:01:29.477844,0
2018-03-20 08:57:30.522156,FALSE,FALSE,0,FALSE,2018-03-20 08:57:30.522156,0
2018-03-20 19:51:29.477844,TRUE,FALSE,0,FALSE,2018-03-20 19:51:29.477844,0
2018-03-21 09:00:33.929116,FALSE,FALSE,0,FALSE,2018-03-21 09:00:33.929116,0
2018-03-21 19:50:00.760494,TRUE,FALSE,0,FALSE,2018-03-21 19:50:00.760494,0
2018-03-22 09:00:33.929116,FALSE,FALSE,0,FALSE,2018-03-22 09:00:33.929116,0
2018-03-22 19:59:42.212972,TRUE,FALSE,0,FALSE,2018-03-22 19:59:42.212972,0
2018-03-23 08:57:30.522156,FALSE,FALSE,0,FALSE,2018-03-23 08:57:30.522156,0
2018-03-23 20:10:00.760494,TRUE,FALSE,0,FALSE,2018-03-23 20:10:00.760494,0
2018-03-24 08:47:30.522156,FALSE,FALSE,0,FALSE,2018-03-24 08:47:30.522156,0
2018-03-24 20:13:50.126442,TRUE,FALSE,0,FALSE,2018-03-24 20:13:50.126442,0
2018-03-25 08:47:30.522156,FALSE,FALSE,0,FALSE,2018-03-25 08:47:30.522156,0
2018-03-25 20:11:29.477844,TRUE,FALSE,0,FALSE,2018-03-25 20:11:29.477844,0
2018-03-26 08:51:08.109899,FALSE,FALSE,0,FALSE,2018-03-26 08:51:08.109899,0
2018-03-26 20:01:29.477844,TRUE,FALSE,0,FALSE,2018-03-26 20:01:29.477844,0
2018-03-27 08:43:01.023959,FALSE,FALSE,0,FALSE,2018-03-27 08:43:01.023959,0
2018-03-27 20:09:59.630973,TRUE,FALSE,0,FALSE,2018-03-27 20:09:59.630973,0
2018-03-28 08:45:56.562692,FALSE,FALSE,0,FALSE,2018-03-28 08:45:56.562692,0
2018-03-28 20:09:32.893472,TRUE,FALSE,0,FALSE,2018-03-28 20:09:32.893472,0
2018-03-29 08:52:30.522156,FALSE,FALSE,0,FALSE,2018-03-29 08:52:30.522156,0
2018-03-29 20:05:28.48014,TRUE,FALSE,0,FALSE,2018-03-29 20:05:28.48014,0
2018-03-30 08:42:30.522156,FALSE,FALSE,0,FALSE,2018-03-30 08:42:30.522156,0
2018-03-30 20:10:52.091757,TRUE,FALSE,0,FALSE,2018-03-30 20:10:52.091757,0
2018-03-31 08:44:27.106528,FALSE,FALSE,0,FALSE,2018-03-31 08:44:27.106528,0
2018-03-31 20:05:52.091757,TRUE,FALSE,0,FALSE,2018-03-31 20:05:52.091757,0
2018-04-01 08:41:15.172064,FALSE,FALSE,0,FALSE,2018-04-01 08:41:15.172064,0
2018-04-01 20:16:29.477844,TRUE,FALSE,0,FALSE,2018-04-01 20:16:29.477844,0
2018-04-02 08:40:33.929116,FALSE,FALSE,0,FALSE,2018-04-02 08:40:33.929116,0
2018-04-02 20:01:29.477844,TRUE,FALSE,0,FALSE,2018-04-02 20:01:29.477844,0
2018-04-03 08:43:07.908243,FALSE,FALSE,0,FALSE,2018-04-03 08:43:07.908243,0
2018-04-03 20:11:29.477844,TRUE,FALSE,0,FALSE,2018-04-03 20:11:29.477844,0
2018-04-04 08:43:06.229769,FALSE,FALSE,0,FALSE,2018-04-04 09:57:31.522156,0
2018-04-04 20:24:33.893472,TRUE,FALSE,0,FALSE,2018-04-04 20:24:33.893472,0
2018-04-05 09:19:28.106528,FALSE,FALSE,0,FALSE,2018-04-05 09:19:28.106528,0
2018-04-05 21:04:33.893472,TRUE,FALSE,0,FALSE,2018-04-05 21:04:33.893472,0
2018-04-06 10:04:28.106528,FALSE,FALSE,0,FALSE,2018-04-06 10:04:28.106528,0
2018-04-06 21:51:30.477844,TRUE,FALSE,0,FALSE,2018-04-06 21:51:30.477844,0
2018-04-07 10:45:34.929116,FALSE,FALSE,0,FALSE,2018-04-07 10:45:34.929116,0
2018-04-07 22:04:33.893472,TRUE,FALSE,0,FALSE,2018-04-07 22:04:33.893472,0
2018-04-08 10:52:31.522156,FALSE,FALSE,0,FALSE,2018-04-08 10:52:31.522156,0
2018-04-08 22:07:52.890101,TRUE,FALSE,0,FALSE,2018-04-08 22:07:52.890101,0
2018-04-09 10:48:08.908243,FALSE,FALSE,0,FALSE,2018-04-09 10:48:08.908243,0
2018-04-09 22:12:52.890101,TRUE,FALSE,0,FALSE,2018-04-09 22:12:52.890101,0
2018-04-10 10:46:40.641446,FALSE,FALSE,0,FALSE,2018-04-10 10:46:40.641446,0
2018-04-10 22:12:45.827936,TRUE,FALSE,0,FALSE,2018-04-10 22:12:45.827936,0
2018-04-11 10:48:08.908243,FALSE,FALSE,0,FALSE,2018-04-11 10:48:08.908243,0
2018-04-11 22:08:27.070884,TRUE,FALSE,0,FALSE,2018-04-11 22:08:27.070884,0
2018-04-12 10:48:08.908243,FALSE,FALSE,0,FALSE,2018-04-12 10:48:08.908243,0
2018-04-12 22:16:30.477844,TRUE,FALSE,0,FALSE,2018-04-12 22:16:30.477844,0
2018-04-13 10:49:00.239506,FALSE,FALSE,0,FALSE,2018-04-13 10:49:00.239506,0
2018-04-13 22:04:33.893472,TRUE,FALSE,0,FALSE,2018-04-13 22:04:33.893472,0
2018-04-14 10:53:02.023959,FALSE,FALSE,0,FALSE,2018-04-14 10:53:02.023959,0
2018-04-14 22:11:30.477844,TRUE,FALSE,0,FALSE,2018-04-14 22:11:30.477844,0
2018-04-15 10:49:00.239506,FALSE,FALSE,0,FALSE,2018-04-15 10:49:00.239506,0
2018-04-15 22:10:53.091757,TRUE,FALSE,0,FALSE,2018-04-15 22:10:53.091757,0
2018-04-16 10:45:34.929116,FALSE,FALSE,0,FALSE,2018-04-16 10:45:34.929116,0
2018-04-16 22:16:30.477844,TRUE,FALSE,0,FALSE,2018-04-16 22:16:30.477844,0
2018-04-17 10:42:31.522156,FALSE,FALSE,0,FALSE,2018-04-17 10:42:31.522156,0
2018-04-17 22:15:53.091757,TRUE,FALSE,0,FALSE,2018-04-17 22:15:53.091757,0
2018-04-18 10:47:31.522156,FALSE,FALSE,0,FALSE,2018-04-18 10:47:31.522156,0
2018-04-18 22:20:53.091757,TRUE,FALSE,0,FALSE,2018-04-18 22:20:53.091757,0
2018-04-19 10:43:32.51986,FALSE,FALSE,0,FALSE,2018-04-19 10:43:32.51986,0
