"Twilight","Rise","Deleted","Marker","Inserted"
2019-08-03 20:53:44.074629,TRUE,FALSE,0,FALSE
2019-08-04 11:42:03.108021,FALSE,FALSE,0,FALSE
2019-08-04 20:48:09.686143,TRUE,FALSE,0,FALSE
2019-08-05 11:39:45.467478,FALSE,FALSE,0,FALSE
2019-08-05 20:53:29.464899,TRUE,FALSE,0,FALSE
2019-08-06 11:31:00.365902,FALSE,FALSE,0,FALSE
2019-08-06 20:55:00.785502,TRUE,FALSE,0,FALSE
2019-08-07 11:42:17.367506,FALSE,FALSE,0,FALSE
2019-08-07 21:10:31.944505,TRUE,FALSE,0,FALSE
2019-08-08 11:23:25.214498,FALSE,FALSE,0,FALSE
2019-08-08 21:42:34.667441,TRUE,FALSE,0,FALSE
2019-08-09 11:07:17.367506,FALSE,FALSE,0,FALSE
2019-08-09 21:40:31.691777,TRUE,FALSE,0,FALSE
2019-08-10 10:48:55.3706,FALSE,FALSE,0,FALSE
2019-08-10 21:49:56.440013,TRUE,FALSE,0,FALSE
2019-08-11 10:58:31.559987,FALSE,FALSE,0,FALSE
2019-08-11 22:17:30.530224,TRUE,FALSE,0,FALSE
2019-08-12 11:00:57.469776,FALSE,FALSE,0,FALSE
2019-08-12 22:14:19.384703,TRUE,FALSE,0,FALSE
2019-08-13 10:56:51.779263,FALSE,FALSE,0,FALSE
2019-08-13 22:12:53.307205,TRUE,FALSE,0,FALSE
2019-08-14 10:59:42.925371,FALSE,FALSE,0,FALSE
2019-08-14 22:16:31.315867,TRUE,FALSE,0,FALSE
2019-08-15 10:57:18.367506,FALSE,FALSE,0,FALSE
2019-08-15 22:13:10.686143,TRUE,FALSE,0,FALSE
2019-08-16 10:56:56.684133,FALSE,FALSE,0,FALSE
2019-08-16 22:17:54.307205,TRUE,FALSE,0,FALSE
2019-08-17 10:58:32.559987,FALSE,FALSE,0,FALSE
2019-08-17 22:15:32.691777,TRUE,FALSE,0,FALSE
